timestamp,symbol,structure,spot_price,front_dte,back_dte,front_expiry,back_expiry,atm_strike,atm_delta,atm_ff,atm_iv_front,atm_iv_back,atm_fwd_iv,atm_iv_source_front,atm_iv_source_back,call_strike,put_strike,call_delta,put_delta,call_ff,put_ff,min_ff,combined_ff,call_front_iv,call_back_iv,call_fwd_iv,put_front_iv,put_back_iv,put_fwd_iv,iv_source_call_front,iv_source_call_back,iv_source_put_front,iv_source_put_back,earnings_conflict,earnings_date,avg_options_volume_20d,earnings_source,skip_reason
2025-10-20T08:01:14.501074+00:00,SYF,double,71.93,32,60,2025-11-21,2025-12-19,,,,,,,,,75.00,70.00,0.3785,-0.379,0.284498,0.318093,0.284498,0.301295,0.381994,0.345102,0.297388,0.357774,0.32039,0.271433,greeks,greeks,greeks,greeks,,2025-10-15,393.47,cache,
2025-10-20T08:01:14.501074+00:00,PLD,double,124.08,60,88,2025-12-19,2026-01-16,,,,,,,,,130.00,120.00,0.3415,-0.364,0.201752,0.421782,0.201752,0.311767,0.244452,0.232182,0.203413,0.277446,0.254165,0.19514,greeks,greeks,greeks,greeks,,2025-10-15,3423.00,cache,
2025-10-20T08:01:14.501074+00:00,HBAN,atm-call,15.51,60,88,2025-12-19,2026-01-16,16.00,0.4449,0.849602,0.324904,0.285994,0.175662,greeks,greeks,,,,,,,,,0.337892,0.314065,,0.311917,0.257924,,greeks,greeks,greeks,greeks,,2025-10-17,8697.50,cache,
2025-10-20T08:01:14.501074+00:00,FITB,atm-call,41.05,32,60,2025-11-21,2025-12-19,41.00,0.5259,0.667375,0.325317,0.272411,0.195107,greeks,greeks,,,,,,,,,0.346931,0.281356,,0.303703,0.263466,,greeks,greeks,greeks,greeks,,2025-10-17,2504.12,cache,
2025-10-20T08:01:14.501074+00:00,PLD,atm-call,124.08,60,88,2025-12-19,2026-01-16,125.00,0.4936,0.662177,0.268468,0.239672,0.161516,greeks,greeks,,,,,,,,,0.256825,0.246234,,0.28011,0.233109,,greeks,greeks,greeks,greeks,,2025-10-15,3423.00,cache,
2025-10-20T08:01:14.501074+00:00,USB,atm-call,45.69,60,88,2025-12-19,2026-01-16,45.00,0.5716,0.391371,0.29553,0.271852,0.212402,greeks,greeks,,,,,,,,,0.342351,0.283558,,0.248709,0.260146,,greeks,greeks,greeks,greeks,,2025-10-16,1287.07,cache,
2025-10-20T08:01:14.501074+00:00,CFG,atm-call,49.37,60,88,2025-12-19,2026-01-16,50.00,0.4897,0.368118,0.322141,0.297316,0.235463,greeks,greeks,,,,,,,,,0.320324,0.299536,,0.323958,0.295095,,greeks,greeks,greeks,greeks,,2025-10-15,1489.14,cache,
2025-10-20T08:01:14.501074+00:00,CFG,atm-call,49.37,32,88,2025-11-21,2026-01-16,50.00,0.4734,0.302585,0.345929,0.297316,0.265571,greeks,greeks,,,,,,,,,0.33902,0.299536,,0.352837,0.295095,,greeks,greeks,greeks,greeks,,2025-10-15,1489.14,cache,
2025-10-20T08:01:14.501074+00:00,KEY,atm-call,16.96,32,60,2025-11-21,2025-12-19,17.00,0.5152,0.260748,0.358636,0.326128,0.284463,greeks,greeks,,,,,,,,,0.37654,0.318127,,0.340732,0.334129,,greeks,greeks,greeks,greeks,,2025-10-16,3880.11,cache,
2025-10-20T08:01:14.501074+00:00,KEY,atm-call,16.96,32,88,2025-11-21,2026-01-16,17.00,0.5152,0.254045,0.358636,0.314352,0.285984,greeks,greeks,,,,,,,,,0.37654,0.312132,,0.340732,0.316571,,greeks,greeks,greeks,greeks,,2025-10-16,3880.11,cache,
2025-10-20T08:01:14.501074+00:00,SNA,atm-call,339.75,60,88,2025-12-19,2026-01-16,340.00,0.5146,0.239946,0.210492,0.19844,0.169759,greeks,greeks,,,,,,,,,0.215209,0.212281,,0.205774,0.184599,,greeks,greeks,greeks,greeks,,2025-10-16,42.87,cache,
2025-10-20T08:01:14.501074+00:00,SCHW,atm-call,94.09,32,60,2025-11-21,2025-12-19,94.00,0.5221,0.23742,0.295891,0.270883,0.23912,greeks,greeks,,,,,,,,,0.299115,0.283146,,0.292668,0.258619,,greeks,greeks,greeks,greeks,,2025-10-16,5017.52,cache,
